"","scientific_name","body_mass","beak_peak_length","wing_length","tail_length","tarsus_length","clutch_num","egg_volume","nest_shape","nest_site","flock_status","migration_status","body_length_log"
"233","Burhinus oedicnemus",1.48235294117647,40.5,225,118,84,2,37705.73,"2","1","1","SWV",6.05208916892442
"234","Esacus recurvirostris",1.27272727272727,76,274.5,118,84,1.5,77734.71,"2","1","","W",6.30991827822652
"235","Haematopus ostralegus",1.19971469345219,98.75,271.75,111.25,52.75,3,53750.43,"2","1","1","SWV",6.1470427788551
"236","Ibidorhyncha struthersii",0.73208722741433,78.25,234.5,120.75,51.25,3.5,39031.32,"2","1","1","R",5.99458467444423
"237","Himantopus himantopus",0.496113074204947,64.5,229.75,79.25,118.75,4,26103.33,"2","1","0,1","SWP",5.86859044895745
"238","Recurvirostra avosetta",0.760958503798948,84.75,225.5,80.25,83,4,33111.75,"2","1","2","SWP",6.0585389127723
"239","Vanellus vanellus",0.712589073634204,26,221,106.5,50,4,22596.89,"2","1","2","SWP",5.7549507612306
"240","Vanellus duvaucelii",0.597995545723608,31,200.3333333,101.6666667,65,3.5,24023.04,"2","1","1","RW",5.70155777952273
"241","Vanellus cinereus",0.859649122807018,36.5,236.5,111.5,79.25,4,37228.9,"2","1","0,1","SWP",5.8348107370626
"242","Vanellus indicus",0.578125,30.5,216,109.6666667,84.5,3.5,24505.5,"2","1","2","R",5.76832099579377
"243","Vanellus gregarius",0.792982456140351,NA,200.2,80.4,60.9,3.6,NA,"2","1","1","PS",5.65248918026865
"244","Vanellus leucurus",0.48,NA,171.4,74.4,70.5,4.5,NA,"1","1","2","V",5.61677109766657
"245","Pluvialis apricaria",0.807547169811321,NA,181.2,70.2,38,3,NA,"2","1","1","V",5.57972982598622
"246","Pluvialis fulva",0.490196078431373,23.25,161.5,62.75,43.25,4.5,26658.72,"2","1","0,1","WP",5.48997025077088
"247","Pluvialis squatarola",0.743859649122807,31.25,194,79.25,48,3.5,33993.61,"2","1","2","WP",5.65248918026865
"248","Charadrius hiaticula",0.287248322147651,14.525,129.75,60,26.5,3.5,13012.65,"2","1","1","SWP",5.22708985725967
"249","Charadrius placidus",0.326215895610913,20.75,139.5,79.5,32,3.5,14499.81,"2","1","1","WP",5.35067259688196
"250","Charadrius dubius",0.214285714285714,12.75,114,60.75,23.75,3.5,9840.96,"2","1","1","RSWP",5.12396397940326
"251","Charadrius alexandrinus",0.249230769230769,16,106.75,47.75,27.25,4,11866.42,"2","1","0,1","RSWP",5.09067800176979
"252","Charadrius mongolus",0.318302387267904,18,130,50.75,32.75,3,17156.4,"2","1","1","SWP",5.23909800688807
"253","Charadrius leschenaultii",0.34093637454982,23,139,55.5,36.5,3,17644.54,"2","1","1","SWP",5.33873928104695
"254","Charadrius veredus",0.336842105263158,22.5,173,64.5,46,2,17165.59,"2","1","1","SP",5.4701676234747
"255","Charadrius asiaticus",0.368421052631579,NA,140.6,54,37.1,3,NA,"2","1","1","P",5.24702407216049
"256","Eudromias morinellus",0.55952380952381,16.5,153,67,33,3,22741.1,"2","1","2","P",5.34710753071747
"257","Rostratula benghalensis",0.57185628742515,47.25,133,44,41.5,4.5,12411.36,"2","1","0,1","RSW",5.52345892052492
"258","Hydrophasianus chirurgus",0.39850187258427,28,215,198.25,52,4,13384.44,"2","2","0","RS",6.09807428216624
"259","Metopidius indicus",0.520338983050847,38.5,171.5,43,70.5,5,14871.6,"2","2","1","VR",5.68697535633982
"260","Scolopax rusticola",0.748965517241379,75.25,195.25,87.75,38.5,4,25940.64,"2","1","","SWP",5.89302447429473
"261","Gallinago solitaria",0.471129707112971,72,161.75,72.5,32.5,4,24992.55,"2","1","0","SWP",5.69960710324572
"262","Gallinago nemoricola",0.466666666666667,66.5,144.5,68.5,34.5,4,14128.02,"2","1","0","SV",5.7037824746562
"263","Lymnocryptes minimus",0.333333333333333,39.5,112.5,48.5,22,4,19278,"2","1","0","WPV",5.19295685089021
"264","Gallinago hardwickii",0.452727272727273,72,154.5,62,36.5,3.5,22054.95,"2","3","1","V",5.61677109766657
"265","Gallinago megala",0.486830154405086,65.75,137,56.75,32.5,4,22456.32,"2","1","0","WP",5.61767977560279
"266","Gallinago gallinago",0.465137614678899,65,126,61.5,31.5,4,21074.73,"2","1","2","SWP",5.6076386141033
"267","Limnodromus scolopaceus",0.404210526315789,68,147,56.5,40,4,22978.56,"2","1","1","PWV",5.65248918026865
"268","Limnodromus semipalmatus",0.575689783743475,84,181,63,50.25,3,34986,"2","1","","PV",5.81487652216179
"269","Limosa limosa",0.761770906535488,91.25,193,71.25,62.5,4,39031.32,"2","1","1","SWP",5.87422823696996
"270","Limosa lapponica",0.793539325842697,98.5,225.3333333,79,50.25,4,37433.88,"2","1","1","WP",5.87493073085203
"271","Numenius minutus",0.586885245901639,46,183.5,70.5,50,3.5,44625,"2","1","1","P",5.72031177660741
"272","Numenius phaeopus",0.877771120431396,82,230.5,99.25,57.75,4,50581.29,"2","1","1","WP",6.03368556254194
"273","Numenius arquata",1.31187707641196,153.75,300,114.5,82.75,4,90525,"2","1","1","SWP",6.40025744530882
"274","Numenius madagascariensis",1.44731361932528,157.25,302.5,111,91,4,85191.75,"2","1","0","WP",6.39734623510136
"275","Tringa erythropus",0.523890784982935,55.75,162.5,73.5,56.75,4,30362.34,"2","1","1","SWP",5.68017260901707
"276","Tringa totanus",0.466666666666667,42.5,154.5,63,47.75,4,25589.76,"2","1","1","SWP",5.59842195899838
"277","Tringa stagnatilis",0.370985603543743,40,137.5,59.5,49,4,16393.44,"2","1","2","SP",5.41942819229709
"278","Tringa nebularia",0.661176470588235,54.75,191,85.25,59.75,4,29743.2,"2","1","1","WP",5.76440709647264
"279","Tringa guttifer",0.491803278688525,53,176,64.5,45,4,23423.66,"2","1","0","P",5.72031177660741
"280","Tringa ochropus",0.353632478632479,34.5,140.5,58.5,35,3.5,19278,"2","1","0","SWP",5.4553211153577
"281","Tringa glareola",0.304761904761905,28.5,124.25,49,36.5,4,16793.28,"2","1","1","SWP",5.34710753071747
"282","Tringa flavipes",0.354166666666667,35.5,160.75,60.5,54.5,3.5,NA,"2","1","2","V",5.48063892334199
"283","Tringa incana",0.394545454545455,39,174.5,75.5,33.5,4,23500.8,"2","1","1","WP",5.61677109766657
"284","Tringa brevipes",0.466037735849057,36,163,70.5,32,4,23500.8,"2","1","1","WP",5.57972982598622
"285","Xenus cinereus",0.365957446808511,47.5,131,52,27.5,4,17193.12,"2","1","0","WP",5.45958551414416
"286","Actitis hypoleucos",0.26552179656539,25,109,61.75,24.5,4.5,14283.1,"2","1","1","SWP",5.24306889231756
"287","Arenaria interpres",0.476190476190476,21.75,147.5,59.25,25.75,4,17732.11,"2","1","1","WP",5.37180014330784
"288","Calidris tenuirostris",0.609691629955947,42.75,183.25,67,31.75,4,23500.8,"2","1","1","WPV",5.64809356879561
"289","Calidris canutus",0.468172484599589,33.5,162.5,59.5,29.5,4,22054.95,"2","1","0","WP",5.49511694252264
"290","Calidris alba",0.317440401505646,24.25,121.5,51.25,23.75,4,13100.88,"2","1","1","WP",5.29456031767032
"291","Calidris mauri",0.179483870967742,25.5,98.5,41.5,22.5,4.5,NA,"2","3","2","V",5.04342511691925
"292","Calidris pygmeus",0.183333333333333,11,95.5,38,20.5,3.5,8903.07,"2","1","0","WP",5.01063529409626
"293","Calidris ruficollis",0.192,17,101,47.5,19.75,4,5712,"2","1","1","WP",5.05145728861651
"294","Calidris minuta",0.171428571428571,18,91,40.5,21,3.5,6747.3,"2","3","2","P",4.9416424226093
"295","Calidris temminckii",0.164965986394558,16.75,95.25,47.75,17.25,4,7652.04,"2","1","2","WP",4.99043258677874
"296","Calidris subminuta",0.199021207177814,18,90,37.25,20.25,4,8363.49,"2","1","1","WP",5.03207057481632
"297","Calidris fuscicollis",0.27,NA,118.4,47.8,23.6,4,NA,"","","0","V",5.10594547390058
"298","Calidris subruficollis",0.335675675675676,NA,128.4,55.3,29.2,4,NA,"","","0","V",5.22035582507832
"299","Calidris melanotos",0.336027713625866,28,142.5,54,27.5,4,14499.81,"2","3","1","P",5.37759054744254
"300","Calidris acuminata",0.118701007838746,24.75,130.5,54.25,27.75,4,14499.81,"2","1","1","WP",6.50690450842472
"301","Calidris falcinellus",0.258823529411765,31.5,107.5,37,22,4,11156.25,"2","1","1","WP",5.13579843705026
"302","Calidris pugnax",0.550943396226415,33,169.75,60.25,46,4,26658.72,"2","1","1","WP",5.57972982598622
"303","Calidris ferruginea",0.29047619047619,37,128,51.75,28.75,4,13790.4,"2","1","1","WP",5.34710753071747
"304","Calidris ptilocnemis",0.354,30.5,128.5,52.5,23,3.5,17193.12,"2","1","2","P",5.41610040220442
"305","Calidris himantopus",0.279756099414634,40.5,132,48.5,40.5,3.5,NA,"2","1","1","V",5.32300997913841
"306","Calidris alpina",0.308184143222506,36,115.25,53,24,4,14871.6,"2","1","1","WP",5.27556037942542
"307","Phalaropus lobatus",0.181233933161954,21,105.5,51.25,20,4,8639.4,"2","1","2","WP",5.2704321630585
"308","Phalaropus fulicarius",0.225479143179256,22.5,131.25,65.5,21.5,4,11156.25,"2","1","1","WPV",5.40155062118969
"309","Gallinago stenura",0.451741293532338,62.75,132.25,51.25,33.5,4,22519.11,"2","1","0","WP",5.52644845937329
"310","Turnix sylvaticus",0.403846153846154,11.5,67.5,32,17,4,4591.88,"2","1","","R",4.86753445045558
"311","Turnix tanki",0.433715220949264,12,91,29.25,25.25,3.5,8922.96,"2","1","1","RSWPV",5.0288025980517
"312","Turnix suscitator",0.387096774193548,12.75,82.33333333,32.25,22.66666667,4,4488,"2","3","0","RP",5.04342511691925
"313","Glareola pratincola",0.311,14,187,109.5,30.5,2.5,9400.32,"2","1","1","SV",5.52146091786225
"314","Glareola maldivarum",0.334408602150538,14.75,181,79,33.75,3,11721.84,"2","1","1","SP",5.44889022502741
"315","Glareola lactea",0.285714285714286,9,149.5,53.5,20.5,3,7158.36,"2","1","1","S",5.16478597392351
"316","Glareola nordmanni",0.38876,NA,196,97.4,35.8,3.57,NA,"2","1","2","S",5.52146091786225
"317","Anous stolidus",0.255,38.5,285.5,164,24.5,1.5,38400.45,"2","1","1","S",5.99146454710798
"318","Gygis alba",0.418867924528302,38.5,233.5,108,44512,1,23500.8,"2","","0","V",5.57972982598622
"319","Xema sabini",0.573529411764706,NA,265,114.4,33.3,2,24758.34,"2","1","1","P",5.82894561761021
"320","Rissa tridactyla",1.05294117647059,35.25,312.5,126,31.75,2.5,60228.96,"2","1","1","WP",6.05208916892442
"321","Chroicocephalus genei",0.752808988764045,40.5,303,127,50,2,53978.4,"2","1","2","PSWV",6.09807428216624
"322","Chroicocephalus brunnicephalus",1.36538461538462,37.5,346.75,133.75,51,3,75481.53,"2","1","1","SWP",6.0913098820777
"323","Chroicocephalus ridibundus",0.72333548804137,35.5,298.75,118,42.75,3,19149.69,"2","1","1","SWP",5.95777848945318
"324","Chroicocephalus novaehollandiae",0.7384375,NA,NA,NA,NA,3,NA,"","","2","V",5.99146454710798
"325","Saundersilarus saundersi",0.592300098658213,26,280.75,110,39.66666667,3,33497.71,"2","1","1","SWP",5.82205921567929
"326","Ichthyaetus relictus",0.921176470588235,NA,NA,NA,NA,2.5,55284.08,"2","1","1","SWP",6.05208916892442
"327","Hydrocoloeus minutus",0.432885906040268,23,226.75,90,27,2.5,24023.04,"2","1","1","SPV",5.6970934865054
"328","Leucophaeus pipixcan",NA,NA,NA,NA,NA,NA,NA,"","","","V",NA
"329","Rhodostethia rosea",0.661764705882353,19.5,261.5,132.5,32,2.5,24023.04,"2","2","1","V",5.82894561761021
"330","Ichthyaetus ichthyaetus",2.97397769516729,60.5,486.75,185,74,3,139187.16,"2","1","0,1","SWPV",6.51100211147599
"331","Larus crassirostris",1.16050054406964,46.25,369.5,136.75,53.25,2,90613.74,"2","1","1","SWP",6.13013894179574
"332","Larus canus",1.02456874019864,43,370.5,147,53,2.5,65063.25,"2","1","1","WP",6.17013360832036
"333","Larus glaucescens",2.77638819423594,57.5,429.25,172.5,67.5,3,131147.52,"2","1","0,1","WP",6.50179004578227
"334","Larus hyperboreus",2.72992957746479,62.5,467.5,190,70,2.5,180152.91,"2","1","1","WPV",6.56526497003536
"335","Larus smithsonianus",1.88364524003255,55.75,457.25,176.5,66.5,2.8,113174.61,"2","1","1","SWP",6.42080892900609
"336","Larus fuscus",1.2446693877551,NA,412.2,147,61.5,3,113174.61,"2","1","1","WP",6.41754894241888
"337","Larus cachinnans",1.85315,NA,427.2,161.8,66.9,3,113174.61,"2","1","1","SW",6.39692965521615
"338","Larus schistisagus",1.8660531702454,58.5,444.75,180,67.5,2.5,120459.96,"2","5","2","WP",6.48004456192665
"339","Gelochelidon nilotica",0.650071123755334,39.25,295.75,111,28.5,3,30737.7,"2","1","0,1","RSP",5.86220971125072
"340","Hydroprogne caspia",1.13575525812619,69.75,410.5,142,42.5,2.5,81114.48,"2","1","0,1","SWPR",6.25958146406492
"341","Thalasseus bengalensis",0.3875,53.5,283,134.5,28,1.5,46395.72,"2","1","1","P",5.99146454710798
"342","Thalasseus bergii",0.395833333333333,60,341,170,26,1.5,52307.12,"2","1","1","RS",6.17378610390194
"343","Thalasseus bernsteini",0.4125,55.5,331.5,154,24.5,1,49405.64,"2","1","1","SWP",5.99146454710798
"344","Thalasseus sandvicensis",0.507317073170732,NA,288.5,129,25.5,1.21,NA,"","","","V",6.01615715969835
"345","Sternula albifrons",0.252672497570457,28.75,178.5,95.75,16.25,2.5,9796.08,"2","1","1","RS",5.55004837471416
"346","Onychoprion aleuticus",0.301369863013699,34.5,268,169,17,2,21411.84,"2","1","1","WP",5.89989735358249
"347","Onychoprion anaethetus",0.301369863013699,43,251.5,170,22.5,1.5,28298.88,"2","1","0,1","RS",5.89989735358249
"348","Onychoprion fuscatus",0.304878048780488,39,291,190,23.5,1.5,42713.52,"2","1","1","WPV",6.01615715969835
"349","Sterna aurantia",0.38,41,266,182.5,19,3,36720,"2","1","0,1","R",5.99146454710798
"350","Sterna dougallii",0.302898550724638,35.5,218,167,21,2,23035.17,"2","1","1","RS",5.84354441703136
"351","Sterna sumatrana",0.344615384615385,34.5,222.5,141,19.5,2,19737,"2","1","1","RSWP",5.78382518232974
"352","Sterna hirundo",0.310395314787701,33,265,138.25,18.75,3,24437.16,"2","1","1","SWP",5.83334767901084
"353","Sterna acuticauda",0.213114754098361,36,230.5,150.5,15,3,12411.36,"2","1","1","R",5.72031177660741
"354","Chlidonias hybrida",0.348906560636183,29.25,220.5,83,20,3,21332.03,"2","2","1","SWP",5.52744298953979
"355","Chlidonias leucopterus",0.297154899894626,26.5,206.75,70.5,18,3,11153.7,"2","2","1","SWPV",5.46911443749004
"356","Chlidonias niger",0.235748792270531,27,213.5,85,16.5,3,14871.6,"2","2","0,1","SPV",5.55586234457958
"357","Rynchops albicollis",0.988095238095238,66.5,371,108,26,3.5,22978.56,"2","1","2","P",6.04025471127741
"358","Stercorarius maccormicki",NA,NA,NA,NA,NA,2,NA,"2","1","0","VP",6.27287700654617
"359","Stercorarius pomarinus",1.40687450033573,40.5,358,201.5,53.5,2,81114.48,"2","1","1","P",6.25622977311301
"360","Stercorarius parasiticus",0.836787564766839,30.75,316.25,204,43,2,62997.75,"2","1","1","P",6.17898092077904
"361","Stercorarius longicaudus",0.543518518518519,28.5,306.75,308.75,43,2,59376.24,"2","1","1","P",6.29156913955832
"362","Brachyramphus perdix",0.431654676258993,17.75,141,36.5,23,1,54105.9,"2","4","1","PV",5.62762111369064
"363","Uria aalge",2.36785714285714,NA,670,49.8,35.9,1,NA,"","","","V",6.04025471127741
"364","Synthliboramphus wumizusume",0.792,17.5,125,34.5,25.5,2,37013.76,"2","1","1","V",5.52146091786225
"365","Synthliboramphus antiquus",0.715964740450539,13,137,37.25,25.5,2,52224,"2","1","1","SWPV",5.54224345704477
"366","Cerorhinca monocerata",1.32328767123288,35,177,53.5,30,1,NA,"1","1","1","W",5.89989735358249
"367","Phaethon aethereus",0.74999,57.5,291,258,26.5,1,75516.23,"2","1","","S",6.90775527898214
"368","Phaethon rubricauda",1.49304444444444,67.5,334.5,394,49.5,1.5,94287.27,"1","1","0","V",6.10924758276437
"369","Phaethon lepturus",0.886594594594595,47.5,267,437.5,22,1,48009.36,"1","1","0","V",5.91350300563827
"370","Gavia stellata",2.94466403162055,52,285,62.5,72.5,2,75540.97,"2","1","1","SWP",6.44968022060168
"371","Gavia arctica",4.43897996357013,59,307.75,58.5,71,1.5,115366.5,"2","2","1","WP",6.53124199282374
"372","Gavia pacifica",3.56905047223332,49.5,292,55,76,1.5,115406.37,"2","2","1","PWV",6.43895093031188
"373","Gavia adamsii",5.77857142857143,89,357.5,62.5,87,1.5,211048.2,"2","1","1","PW",6.77422388635761
"374","Phoebastria albatrus",8.2010582010582,147,562,160,87.5,1,272966.46,"2","1","1","SP",6.85118492749374
"375","Phoebastria nigripes",3.94037654320988,102.5,501.5,136,87.4,1,455275.57,"1","1","1","S",6.69703424766648
"376","Phoebastria immutabilis",3.09259259259259,NA,205,147.2,82.6,1,NA,"1","1","","W",6.69703424766648
"377","Hydrobates leucorhous",0.186363636363636,16,157.5,75,25,1,12066.6,"1","1","","V",5.39362754635236
"378","Hydrobates tristrami",NA,NA,NA,NA,NA,NA,NA,"","","","V",NA
"379","Hydrobates monorhis",0.218888888888889,14,153,75.5,23.75,1,9106.56,"","1","","S",5.19295685089021
"380","Oceanites oceanicus",0.2,NA,147.2,66,34.9,1,NA,"","","","V",5.13579843705026
"381","Fulmarus glacialis",1.5752688172043,35.5,325,177.5,45,1.5,118972.8,"1","5","","V",6.14203740558736
"382","Pseudobulweria rostrata",1.19230769230769,NA,840,103.5,44.8,1,NA,"1","5","","V",5.96614673912369
"383","Pterodroma hypoleuca",0.577777777777778,NA,228,104.5,27.4,1,35168.65,"1","1","","PV",5.75257263882563
"384","Bulweria bulwerii",0.359963636363636,22.5,205.5,112,28,1,26103.33,"1","1","","SP",5.61677109766657
"385","Calonectris leucomelas",0.848484848484849,49.5,320,142.5,50,1,46473.75,"1","1","","SPR",6.20455776256869
"386","Ardenna pacificus",NA,37.5,282,155,46.5,1,35149.71,"1","1","","V",6.01615715969835
"387","Ardenna carneipes",NA,NA,NA,NA,NA,NA,NA,"","","","SV",NA
"388","Ardenna grisea",1.63641304347826,40,303,91.5,50.5,1,118815.95,"1","1","","SV",6.13122648948314
"389","Ardenna tenuirostris",1.49066666666667,32.5,292,82.5,50.5,1,104424.39,"1","1","2","V",5.92692602597041
"390","Anastomus oscitans",8.5,NA,397,162.4,137.7,3,101291.15,"2","4","","V",6.39692965521615
"391","Ciconia nigra",2.33140342751274,184.5,550.75,249.75,210.75,4.5,85552.5,"2","5","0","SW",6.98425324995486
"392","Ciconia ciconia",2.7906976744186,171.25,573.75,227.5,217.5,4,96835.23,"2","1","2","S",6.98007594056176
"393","Ciconia boyciana",3.5602422217582,235.75,631.5,439.25,253.25,4.5,123843.22,"2","4","1,2","SWP",7.08778253922272
"394","Mycteria leucocephala",2.56410256410256,259,477.5,148.5,225.5,3.5,110323.2,"2","4","0","S",6.88243747099785
"395","Leptoptilos javanicus",8.09716599190283,240,640,275,239,3,119155.42,"2","4","1","P",7.11882624906208
"396","Ciconia episcopus",2.27734806629834,NA,456.2,169.3,155.3,3.5,NA,"2","4","1","V",6.80793494369993
"397","Fregata ariel",1.03891612903226,98.5,531.25,277,14.9,1,60351.36,"2","4","","VSP",6.65286302935335
"398","Fregata andrewsi",1.55263157894737,134.75,625.75,413.75,29.1,1.5,89250,"2","3","","P",6.85646198459459
"399","Fregata minor",1.4163,131.5,601,314.3333333,19.6,1,73382.88,"2","3","","SP",6.80239476332431
"400","Sula dactylatra",2.23125,104.5,433,175,55,2,51446.44,"2","1","1","S",6.68461172766793
"401","Sula sula",2.0979020979021,92.5,412,223.5,41.5,1,53153.22,"2","3","1","RSWV",6.57228254269401
"402","Sula leucogaster",2.17391304347826,100.5,399.5,190,49,2,49776,"2","1","1","RSWP",6.5366915975913
"403","Microcarbo niger",0.792079207920792,31.5,193,139.5,37.5,4,19215.17,"2","1","1","RS",6.22455842927536
"404","Phalacrocorax carbo",2.46867167919799,66.5,343,186.75,74.75,4,55725.15,"2","4","1","SWP",6.68210859744981
"405","Phalacrocorax urile",2.73972602739726,55,NA,NA,NA,3.5,44186.4,"2","1","1","WV",6.59304453414244
"406","Phalacrocorax pelagicus",2.19141021305377,49.25,269.75,159,56.5,3.5,37674.72,"2","1","1","WPV",6.60563615873259
"407","Phalacrocorax capillatus",3.04878048780488,65.5,290,161,61.5,4.5,60351.36,"2","5","1","PW",6.7093043402583
"408","Threskiornis melanocephalus",2.14285714285714,162.5,356.5,132.5,105.5,3,77699.52,"2","4","1","SWP",6.5510803350434
"409","Nipponia nippon",2.24245115398568,163,396.25,173.5,81.75,3,73382.88,"2","4","0","R",6.62096170063588
"410","Platalea leucorodia",2.50458435207824,213.5,380.5,127,146.5,3.5,89389.23,"2","1","1","SWP",6.70686233660275
"411","Platalea minor",2.62753623188406,174,354.5,107.5,120.5,5,58254.24,"2","4","1","SWP",6.5366915975913
"412","Plegadis falcinellus",1.11304347826087,137.5,294,102,120,4,40504.2,"2","3","2","P",6.35437004079735
"413","Pseudibis davisoni",2.64666666666667,NA,406.8,199.6,85,3,NA,"","","","P",6.39692965521615
"414","Gorsachius magnificus",1.17903930131004,62.25,300,118.25,74.25,2.5,40.61,"2","4","0","R",6.3500127354284
"415","Gorsachius melanolophus",1.37142857142857,45.5,235,91.5,70,4.5,32116.74,"2","4","0","R",6.08107670579767
"416","Ixobrychus minutus",0.407246376811594,49,149,49.5,48,6.5,10837.5,"2","1","1","SP",5.84354441703136
"417","Ixobrychus sinensis",0.26390977443609,51,128.5,46.25,44.5,7,13467.19,"2","2","0","RSP",5.80663986009591
"418","Ixobrychus eurhythmus",0.417287630402384,46.5,143.75,44.25,46.25,4,11721.84,"2","1","0","SWP",5.81562195641174
"419","Ixobrychus cinnamomeus",0.400572246065808,47,143.25,43,48.5,4.5,14394.24,"2","1","","RSP",5.85650356167386
"420","Ixobrychus flavicollis",0.533333333333333,78.25,216.5,69.25,68,5,27489,"2","3","0","RSPV",6.29848958240289
"421","Botaurus stellaris",1.33912079793129,68,315.5,112.25,91.25,5,38294.88,"2","1","0","SWP",6.51730192849441
"422","Gorsachius goisagi",1.14565217391304,39,277.5,94,64.5,4.5,32814.93,"2","4","0","PW",6.13122648948314
"423","Ardea cinerea",1.56165540540541,118.25,427.5,163.5,148,5,62203.68,"2","1","1","RSWP",6.78897174299217
"424","Ardea purpurea",1.18005540166205,118.5,371.75,126,126.75,4.5,44880,"2","1","1","RSWP",6.80516869020704
"425","Ardea alba",1.01041373487194,103.25,351.75,134.25,147.5,4,51438.6,"2","4","1","RSWP",6.78925323490114
"426","Ardea intermedia",0.765191297824456,74,316.5,123,113,4,31726.08,"2","3","0","RSWP",6.50204013961876
"427","Bubulcus ibis",0.750367827366356,59.75,246.75,90.25,85,6,27709.32,"2","4","1","RSWP",6.23392040945456
"428","Ardeola bacchus",0.549273021001615,60,215.75,78.5,57.25,3,17382.14,"2","4","0","RSW",6.14042320023282
"429","Butorides striata",0.673643410930233,64.25,198.75,73.75,54,5,25681.39,"2","4","1","RSWP",6.06378520868761
"430","Nycticorax nycticorax",1.13571428571429,66.5,277.25,102.25,70,4,27489,"2","4","1","RS",6.26339826259162
"431","Nycticorax caledonicus",13.5204918032787,NA,300,110.6,84.3,3.5,44625,"2","4","1","V",4.11087386417331
"432","Ardeola grayii",0.581764705882353,NA,207.4,74,57.3,4,NA,"2","4","0","V",6.05208916892442
"433","Ardeola speciosa",0.591111111111111,NA,190.2,63.2,57.5,4.5,NA,"2","3","0","V",6.10924758276437
"434","Ardea insignis",1.29910236220472,164,559,205,193.5,3.5,94761.1,"2","4","1","R",7.14677217945264
"435","Egretta picata",0.527,NA,225.8,85.6,75.9,3.5,20094.51,"2","4","2","V",6.21460809842219
"436","Egretta novaehollandiae",0.846153846153846,NA,298.4,114.8,89,4.5,30300.38,"2","4","1","V",6.47697236288968
"437","Egretta garzetta",0.731349538977368,81,267,91.5,96.75,4.5,39951.36,"2","4","1","RSW",6.39107924153797
"438","Egretta eulophotes",0.849779735682819,70.75,268.75,87.25,91,3,27916.97,"2","3","1","SWP",6.34124074935556
"439","Egretta sacra",0.777777777777778,78,271.5,94.5,74.5,3.5,23740.5,"2","5","0","RP",6.51471269087253
"440","Pelecanus onocrotalus",8.25396825396825,420,685,200,135,2.5,174420,"2","1","1","SWPV",7.36201055125973
"441","Pelecanus crispus",7.64705882352941,406,740,170,135,3.5,159554.52,"2","4","1","SWPV",7.43838353004431
"442","Pelecanus philippensis",6.89655172413793,320,566,174.5,86.5,3.5,113174.61,"2","4","2","WP",7.27931883541462
"443","Pandion haliaetus",2.23091409474142,35,491.75,230.75,66,2.5,67236.84,"2","4","0","RSW",6.35480472891548
"444","Elanus caeruleus",0.707692307692308,20.5,279.5,125,32,4,19114.29,"2","4","0","RSP",5.78382518232974
"445","Gypaetus barbatus",3.79166666666667,52.5,820,585,95.5,2,327000.42,"2","5","0","RP",7.09007683577609
"446","Neophron percnopterus",2.96875,NA,1625,247.2,77.2,2,NA,"2","1","0","P",6.46146817635372
"447","Pernis apivorus",1.42857142857143,NA,1425,253.2,43.9,2.5,NA,"2","4","2","P",6.32793678372919
"448","Aviceda jerdoni",0.425531914893617,29.5,343.5,227,37.5,2.5,32253.16,"2","4","0","R",6.1527326947041
"449","Aviceda leuphotes",0.626984126984127,20,235,140.5,26.5,2.5,20367.36,"2","4","0","RSP",5.75257263882563
"450","Pernis ptilorhynchus",2.54545454545455,30,450.5,266,57,2,47680.92,"2","4","0","RSWP",6.30991827822652
"451","Gyps fulvus",7.436,NA,687.2,291.2,109.9,1,229908,"2","5","","R",6.90775527898214
"452","Sarcogyps calvus",5.58282208588957,77,612.5,241.5,112,1,266653.23,"2","5","0","R",6.70318811324086
"453","Gyps bengalensis",5.38139534883721,76,556.5,224.5,116,1.5,259807.77,"2","4","0","R",6.75693238924755
"454","Gyps indicus",65.5555555555556,NA,217.5,235.2,99.7,1,NA,"","","","R",4.49980967033027
"455","Gyps himalayensis",7.41015190811412,76,780,383.5,118,1,236905.2,"2","5","1","RW",7.20748943245806
"456","Aegypius monachus",6.55902004454343,68.25,767.5,422.5,135,1,256452.48,"2","5","0","RW",7.02331361961641
"457","Circaetus gallicus",2.4812030075188,41.5,539.25,270,85,1,167116.8,"2","4","0","RP",6.49978704065585
"458","Spilornis cheela",2.31707317073171,39.66666667,430,271.6666667,82.66666667,1,126279.69,"2","4","0","R",6.42162226780652
"459","Lophotriorchis kienerii",1.40769230769231,34,406,235,80.5,1,73274.34,"2","4","","R",6.25382881157547
"460","Nisaetus nipalensis",3.08385308385308,36.5,517.5,312,111,2,104101.2,"2","4","0","R",6.58133237821393
"461","Nisaetus cirrhatus",0.566666666666667,37,417.5,291,102,1,124337.05,"2","4","0","R",7.09007683577609
"462","Ictinaetus malaiensis",1.59235668789809,30,542,295,71,1,79623.05,"2","4","","R",6.56032320212458
"463","Clanga clanga",2.47491638795987,35.75,506.25,263.5,102.75,2,101126.88,"2","4","0","RWP",6.51137378960702
"464","Aquila nipalensis",3.25133868808568,39.375,568.75,295,95.75,2,122617.26,"2","5","0","SWP",6.61606518513282
"465","Hieraaetus pennatus",1.31979695431472,22,496,212,56,2,93726.78,"2","4","","RP",6.19949446061214
"466","Aquila heliaca",3.36266499057197,43.75,599,293.75,95.75,2.5,153894.54,"2","4","0","RWPV",6.67897084777784
"467","Aquila chrysaetos",4.7102063895957,42,645.5,389.75,110.25,2,143208,"2","4","0","RSW",6.78473982808559
